transcript_id	cds_start	cds_stop	transcript_length	cds_length	5utr_length	3utr_length
NM_001164086	   162	  1194	 10966	  1032	   162	  9772
NM_009553	   305	  2150	  2286	  1845	   305	   136
NM_007755	   110	  1796	  3111	  1686	   110	  1315
NM_011983	   162	  1227	 10999	  1065	   162	  9772
NM_001252525	   110	  1799	  3114	  1689	   110	  1315
NM_001004184	    95	  2042	  2846	  1947	    95	   804
NM_001159672	    51	  3435	  3608	  3384	    51	   173
NM_013886	   437	  1046	  5868	   609	   437	  4822
NM_175317	    80	  3464	  3637	  3384	    80	   173
NM_001190374	   214	  5335	  7285	  5121	   214	  1950
NM_022985	   220	   892	  1658	   672	   220	   766
NM_133722	    49	  1012	  2238	   963	    49	  1226
NM_007488	   153	  2292	  6073	  2139	   153	  3781
NM_030728	   264	  4350	  7114	  4086	   264	  2764
NM_001159706	   105	  2265	  2948	  2160	   105	   683
NM_001102580	     0	  2562	  2562	  2562	     0	     0
NM_016770	   105	  2364	  3047	  2259	   105	   683
NM_011661	   162	  1764	  6042	  1602	   162	  4278
NM_001285835	   415	  1930	  3747	  1515	   415	  1817
NM_001285833	   415	  2047	  3864	  1632	   415	  1817
NM_001317397	   162	  1335	  5894	  1173	   162	  4559
NM_015760	   197	  1934	  3751	  1737	   197	  1817
NM_028238	   129	   765	  1577	   636	   129	   812
NM_181407	    93	  1908	  4370	  1815	    93	  2462
NM_028343	   199	  1576	  3693	  1377	   199	  2117
NM_001040085	   754	  3559	  4731	  2805	   754	  1172
NM_001289584	   754	  3526	  4698	  2772	   754	  1172
NM_031394	   754	  3487	  4659	  2733	   754	  1172
NM_001289583	   754	  3607	  4779	  2853	   754	  1172
NM_029078	   292	  4954	  5804	  4662	   292	   850
NM_029494	   137	   749	  1927	   612	   137	  1178
NM_028243	    86	  1562	  2964	  1476	    86	  1402
NM_010248	    75	  2076	  6008	  2001	    75	  3932
NM_001162477	    75	  2073	  6005	  1998	    75	  3932
NM_199035	    21	  1602	  2001	  1581	    21	   399
NM_153591	   277	  1711	  3755	  1434	   277	  2044
NM_011035	   227	  1862	  3061	  1635	   227	  1199
NM_007602	   261	  2184	  4498	  1923	   261	  2314
NM_177696	    99	  1998	  3050	  1899	    99	  1052
NM_001081267	     8	  4334	 11129	  4326	     8	  6795
NM_025408	    77	   881	  4058	   804	    77	  3177
NM_178635	   194	  2291	  3438	  2097	   194	  1147
NM_177448	    46	  1051	  1772	  1005	    46	   721
NM_009825	   401	  1655	  2400	  1254	   401	   745
NM_012052	    88	   820	  1878	   732	    88	  1058
NM_001111044	   230	  1484	  2229	  1254	   230	   745
NM_001285776	   314	  1568	  2313	  1254	   314	   745
NM_001111043	   274	  1528	  2273	  1254	   274	   745
NM_001164258	    85	  2446	  2631	  2361	    85	   185
NM_133709	   162	  1443	  1520	  1281	   162	    77
NM_001017985	   209	  7181	  7812	  6972	   209	   631
NM_027629	   317	  2183	  8626	  1866	   317	  6443
NM_019915	     0	   870	   870	   870	     0	     0
NM_001081116	   422	  6596	 10250	  6174	   422	  3654
NM_178764	   250	   958	  6583	   708	   250	  5625
NM_001143848	   234	  3054	  4220	  2820	   234	  1166
NM_001008548	   234	  3042	  4208	  2808	   234	  1166
NM_001146010	   244	  2467	  4339	  2223	   244	  1872
NM_199012	   244	  2539	  4411	  2295	   244	  1872
NM_009710	    92	  1070	  1417	   978	    92	   347
NM_009287	   591	  2649	  3604	  2058	   591	   955
NM_008035	   138	   894	  1081	   756	   138	   187
NM_145583	   245	   998	  2031	   753	   245	  1033
NM_001291358	   379	  1132	  2165	   753	   379	  1033
NM_133947	   156	  6441	  7153	  6285	   156	   712
NM_001303239	   259	  1015	  1202	   756	   259	   187
NM_001303231	   134	   890	  1077	   756	   134	   187
NM_009099	   228	  1719	  3770	  1491	   228	  2051
NM_001243916	    77	  1535	  1535	  1458	    77	     0
NM_199009	   365	  3293	 10853	  2928	   365	  7560
NM_001162943	   306	 10182	 10651	  9876	   306	   469
NM_001242365	   365	  2741	 10301	  2376	   365	  7560
NM_001242364	   365	  3335	 10895	  2970	   365	  7560
NM_001242363	   456	  3384	 10944	  2928	   456	  7560
NM_001243039	   311	  7595	  9036	  7284	   311	  1441
NM_001243040	   117	  7401	  8842	  7284	   117	  1441
NM_029000	   314	  7598	  9039	  7284	   314	  1441
NM_001039160	   120	  7404	  8845	  7284	   120	  1441
NM_146597	   312	  1269	  1348	   957	   312	    79
NM_008905	   362	  3011	  3536	  2649	   362	   525
NM_001163557	   126	  2841	  3827	  2715	   126	   986
NM_021889	   213	  1689	  3816	  1476	   213	  2127
NM_029811	   115	  2269	  3004	  2154	   115	   735
NM_020052	    93	  3000	  3562	  2907	    93	   562
NM_020616	    46	   685	   973	   639	    46	   288
NM_054103	   469	  1945	  2394	  1476	   469	   449
NM_001001326	   115	  3520	  4255	  3405	   115	   735
NM_177324	   159	  5778	  7163	  5619	   159	  1385
NM_010826	   100	  2866	  5967	  2766	   100	  3101
NM_009302	   108	  1866	  4035	  1758	   108	  2169
NM_194464	   538	  3109	  6210	  2571	   538	  3101
NM_173739	   430	  2299	  2575	  1869	   430	   276
NM_177249	   202	  4333	  5600	  4131	   202	  1267
NM_133758	   202	  4273	  5540	  4071	   202	  1267
NM_001166585	    99	  1335	  9480	  1236	    99	  8145
NM_001166584	   506	  1817	  9962	  1311	   506	  8145
NM_020606	   259	  1378	  4450	  1119	   259	  3072
NM_009346	   506	  1754	  9899	  1248	   506	  8145
NM_177282	   335	  3218	  6689	  2883	   335	  3471
NM_001193305	   335	  3644	  3680	  3309	   335	    36
NM_145584	   331	  2755	  6166	  2424	   331	  3411
NM_177382	    15	  1521	  1630	  1506	    15	   109
NM_011055	   297	  3597	  5286	  3300	   297	  1689
NM_173767	   286	  1885	  2321	  1599	   286	   436
NM_011445	   169	  2653	  8699	  2484	   169	  6046
NM_001025559	   141	  2505	  8551	  2364	   141	  6046
NM_172743	   539	  3632	  4945	  3093	   539	  1313
NM_001277326	   116	  2600	  8646	  2484	   116	  6046
NM_001277328	     4	  2365	  8411	  2361	     4	  6046
NM_001277327	   296	  2660	  8706	  2364	   296	  6046
NM_001025560	   261	  2619	  8665	  2358	   261	  6046
NM_001305186	   245	  3908	  5221	  3663	   245	  1313
NM_001305185	    43	  3844	  5157	  3801	    43	  1313
NM_001130479	   287	  1550	  1689	  1263	   287	   139
NM_001031814	   347	 11324	 15553	 10977	   347	  4229
NM_027815	   404	  3380	  3577	  2976	   404	   197
NM_001105252	   448	  3352	  3774	  2904	   448	   422
NM_001081446	     0	   864	  2026	   864	     0	  1162
NM_001024138	     0	  1038	  1038	  1038	     0	     0
NM_028129	   489	  1827	  2008	  1338	   489	   181
NM_026458	   158	  5210	  5384	  5052	   158	   174
NM_001004187	   193	  1633	  1783	  1440	   193	   150
NM_016669	    64	  1006	  1256	   942	    64	   250
NM_001278944	  1347	  5070	  5082	  3723	  1347	    12
NM_001278943	   617	  4601	  4617	  3984	   617	    16
NM_001267710	   262	  2437	  6265	  2175	   262	  3828
NM_007672	   260	  1628	  2524	  1368	   260	   896
NM_139310	    77	  3491	  3649	  3414	    77	   158
NM_007908	   346	  2521	  6349	  2175	   346	  3828
NM_001164580	   145	   649	  4842	   504	   145	  4193
NM_011326	    97	  2065	  2998	  1968	    97	   933
NM_011325	   108	  2025	  2694	  1917	   108	   669
NM_008855	   220	  2242	  8829	  2022	   220	  6587
NM_001272023	   111	  2028	  2697	  1917	   111	   669
NM_001316672	   220	  2236	  2740	  2016	   220	   504
NM_001122643	   109	  2293	  3302	  2184	   109	  1009
NM_144529	   109	  2650	  3487	  2541	   109	   837
NM_001122640	   109	  2566	  3535	  2457	   109	   969
NM_001316713	   846	  2445	  3454	  1599	   846	  1009
NM_001122642	   109	  2332	  3301	  2223	   109	   969
NM_001122641	   109	  2416	  3253	  2307	   109	   837
NM_001252072	     0	  1350	  2877	  1350	     0	  1527
NM_207239	    11	  6317	  6869	  6306	    11	   552
NM_001008700	   241	  2674	  5094	  2433	   241	  2420
NM_001101488	   233	  1202	  3924	   969	   233	  2722
NM_080638	    74	  2687	  2810	  2613	    74	   123
NM_178029	   140	  5291	  5931	  5151	   140	   640
NM_001304266	   638	 10454	 10904	  9816	   638	   450
NM_001347652	   239	   965	  6360	   726	   239	  5395
NM_145955	   239	  2168	  4153	  1929	   239	  1985
NM_009383	   357	  1536	  4292	  1179	   357	  2756
NM_001029872	    27	  3636	  3964	  3609	    27	   328
NM_001347641	   694	  1705	  4461	  1011	   694	  2756
NM_001347640	   517	  1645	  4401	  1128	   517	  2756
NM_001080963	    20	   836	  1088	   816	    20	   252
NM_172255	   115	  3787	  4550	  3672	   115	   763
NM_001136054	   119	  1670	  4734	  1551	   119	  3064
NM_001271343	   408	  1938	  5002	  1530	   408	  3064
NM_013799	   119	  1670	  4734	  1551	   119	  3064
NM_019564	    69	  1512	  2039	  1443	    69	   527
NM_001081038	   343	  1912	  3434	  1569	   343	  1522
NM_206856	     0	  3441	  3906	  3441	     0	   465
NM_001029895	   408	  1938	  5002	  1530	   408	  3064
NM_001004468	     0	  8640	  9103	  8640	     0	   463
NM_175166	    19	  2545	  2928	  2526	    19	   383
NM_029935	   560	  2246	  4265	  1686	   560	  2019
NM_212473	   303	  1572	  5131	  1269	   303	  3559
NM_029609	    63	   876	  1607	   813	    63	   731
NM_009980	   549	  1887	  3047	  1338	   549	  1160
NM_175268	   240	  1509	  5068	  1269	   240	  3559
NM_001347623	   121	  1384	  2544	  1263	   121	  1160
NM_001347630	   173	  1352	  4911	  1179	   173	  3559
NM_025850	    67	  1102	  1974	  1035	    67	   872
NM_009479	   364	  1162	  1786	   798	   364	   624
NM_001302085	   449	  1247	  1871	   798	   449	   624
NM_001302087	   108	   906	  1530	   798	   108	   624
NM_001302086	   364	   931	  1281	   567	   364	   350
NM_001199941	   132	  2208	  2559	  2076	   132	   351
NM_001081331	   139	  2074	  2425	  1935	   139	   351
NM_001033420	   112	  5710	  6815	  5598	   112	  1105
NM_178669	   151	   832	  3315	   681	   151	  2483
NM_011212	   323	  2423	  5411	  2100	   323	  2988
NM_001316678	   240	  2400	  5388	  2160	   240	  2988
NM_001316679	    63	  2163	  5151	  2100	    63	  2988
NM_001316680	    50	  2189	  5177	  2139	    50	  2988
NM_001316681	    81	  2010	  4998	  1929	    81	  2988
NM_001113414	   532	  2296	  4996	  1764	   532	  2700
NM_010096	   532	  2188	  4888	  1656	   532	  2700
NM_008598	    89	   725	   819	   636	    89	    94
NM_001113415	   532	  2323	  5023	  1791	   532	  2700
NM_183289	    77	  1850	  2569	  1773	    77	   719
NM_028708	   179	  2301	  5574	  2122	   179	  3273
NM_001162540	   185	  1298	  1883	  1113	   185	   585
NM_177469	  1127	  2864	  4758	  1737	  1127	  1894
NM_053119	    29	   902	  1491	   873	    29	   589
NM_001291066	    91	  2569	  3114	  2478	    91	   545
NM_007403	    91	  2572	  3117	  2481	    91	   545
NM_021316	   202	   652	  1657	   450	   202	  1005
NM_001172101	    24	  1503	  1655	  1479	    24	   152
NM_001172100	   129	  1500	  1652	  1371	   129	   152
NM_145135	   280	  1651	  1803	  1371	   280	   152
NM_021282	    19	  1501	  1736	  1482	    19	   235
NM_001271509	    87	  1062	  1712	   975	    87	   650
NM_177265	   308	   797	  3230	   489	   308	  2433
NM_029426	   335	  2297	  4046	  1962	   335	  1749
NM_019391	   460	  1447	  2097	   987	   460	   650
NM_001276763	   335	  2363	  4112	  2028	   335	  1749
NM_001136071	    87	  1080	  1730	   993	    87	   650
NM_008748	   454	  2446	  4819	  1992	   454	  2373
NM_001009929	   335	  2363	  4141	  2028	   335	  1778
NM_001009930	   335	  2495	  4506	  2160	   335	  2011
NM_001271510	    87	  1080	  1725	   993	    87	   645
NM_001271508	   460	  1429	  2079	   969	   460	   650
NM_008672	    96	  1224	  2313	  1128	    96	  1089
NM_008434	   105	  2112	  3029	  2007	   105	   917
NM_001285490	   109	  1270	  2290	  1161	   109	  1020
NM_001285489	    96	  1257	  2277	  1161	    96	  1020
NM_001081370	   584	  4373	  5913	  3789	   584	  1540
NM_001252572	   341	  1871	  3112	  1530	   341	  1241
NM_007803	   341	  1982	  3223	  1641	   341	  1241
NM_001113373	   400	  4819	  6359	  4419	   400	  1540
NM_001033431	   201	  3366	  4329	  3165	   201	   963
NM_001004153	    74	  2129	  3448	  2055	    74	  1319
NM_133189	     0	   828	   828	   828	     0	     0
NM_016969	   167	  1130	  2793	   963	   167	  1663
NM_011102	   258	  2352	  3115	  2094	   258	   763
NM_001093765	   328	  1291	  2954	   963	   328	  1663
NM_001291434	   258	  2199	  2962	  1941	   258	   763
NM_001093766	   266	  1229	  2892	   963	   266	  1663
NM_001093764	   379	  1342	  3005	   963	   379	  1663
NM_177363	    87	   954	   957	   867	    87	     3
NM_133183	     0	   783	  1510	   783	     0	   727
NM_001290377	    80	   878	  1827	   798	    80	   949
NM_001290381	   355	  1135	  1166	   780	   355	    31
NM_027203	   393	  1179	  2213	   786	   393	  1034
NM_027328	    80	  1580	  3142	  1500	    80	  1562
NM_146176	   366	  2622	  2905	  2256	   366	   283
NM_001159714	    80	  1562	  3124	  1482	    80	  1562
NM_175632	    80	   896	  1845	   816	    80	   949
NM_025348	    25	   280	   349	   255	    25	    69
NM_023524	   355	  1105	  1136	   750	   355	    31
NM_029934	   788	  2210	  2880	  1422	   788	   670
NM_001164205	   284	  1148	  1468	   864	   284	   320
NM_001164204	   284	  1235	  1555	   951	   284	   320
NM_011095	    56	  2582	  2728	  2526	    56	   146
NM_024168	    94	  1045	  1365	   951	    94	   320
NM_029767	    49	   634	   703	   585	    49	    69
NM_011090	    26	  2018	  2424	  1992	    26	   406
NM_011089	    28	  2071	  3464	  2043	    28	  1393
NM_011087	     9	  2052	  3440	  2043	     9	  1388
NM_001166672	     8	  2051	  2128	  2043	     8	    77
NM_011094	    36	  2079	  2161	  2043	    36	    82
NM_011091	     8	  2051	  2128	  2043	     8	    77
NM_011088	     9	  2052	  2101	  2043	     9	    49
NM_178611	   102	   564	  3182	   462	   102	  2618
NM_001113474	   102	   894	  3512	   792	   102	  2618
NM_001302677	   102	   447	  3065	   345	   102	  2618
NM_001302675	   102	   777	  3395	   675	   102	  2618
NM_001302676	   102	   528	  3146	   426	   102	  2618
NM_001302681	   238	  1015	  3633	   777	   238	  2618
NM_001302682	   238	   931	  3583	   693	   238	  2652
NM_001302683	   238	   685	  3303	   447	   238	  2618
NM_001109765	   125	  1478	  2572	  1353	   125	  1094
NM_175529	   197	  1655	  1690	  1458	   197	    35
NM_172736	   151	  2509	  5094	  2358	   151	  2585
NM_021324	   125	  1478	  3057	  1353	   125	  1579
NM_021454	   336	   789	   864	   453	   336	    75
NM_001001454	   125	  1508	  3011	  1383	   125	  1503
NM_001305822	   577	  1435	  3014	   858	   577	  1579
NM_001081239	     4	   892	  2109	   888	     4	  1217
NM_008848	     0	  1903	  1903	  1903	     0	     0
NM_011093	    46	  1600	  1600	  1554	    46	     0
NM_001290411	   392	  1184	  3077	   792	   392	  1893
NM_001163014	    60	  1002	  1152	   942	    60	   150
NM_001290409	   146	  1046	  2939	   900	   146	  1893
NM_175372	   146	  1151	  3044	  1005	   146	  1893
NM_010746	    25	  1003	  1463	   978	    25	   460
NM_001290416	   157	  2308	  3868	  2151	   157	  1560
NM_026146	    63	  2214	  3774	  2151	    63	  1560
NM_001277904	    56	   809	   994	   753	    56	   185
NM_001277903	    56	   845	  1030	   789	    56	   185
NM_016908	   256	  1417	  1750	  1161	   256	   333
NM_029834	    82	  2431	  2982	  2349	    82	   551
NM_011618	    56	   842	  1027	   786	    56	   185
NM_001033548	    69	  1830	  2189	  1761	    69	   359
NM_009406	   213	   849	   912	   636	   213	    63
NM_001003920	   152	  2489	  2996	  2337	   152	   507
NM_024172	   164	  1238	  1488	  1074	   164	   250
NM_001168572	   152	  1184	  1368	  1032	   152	   184
NM_023440	   210	   891	  1222	   681	   210	   331
NM_172894	   476	  3047	  3793	  2571	   476	   746
NM_001289848	   187	   454	   584	   267	   187	   130
NM_183406	    67	   334	   464	   267	    67	   130
NM_183405	   156	   423	   553	   267	   156	   130
NM_172737	   247	  1924	  6007	  1677	   247	  4083
NM_001289849	   156	   423	   510	   267	   156	    87
NM_001289850	   156	   339	   506	   183	   156	   167
NM_030028	    43	   544	   585	   501	    43	    41
NM_001290423	   233	   656	  1845	   423	   233	  1189
NM_029384	    18	   549	  1051	   531	    18	   502
NM_009081	    42	   456	   496	   414	    42	    40
NM_001115018	   147	  1554	  2177	  1407	   147	   623
NM_001290291	   247	  1873	  5956	  1626	   247	  4083
NM_172895	   159	  2424	  2687	  2265	   159	   263
NM_008350	   155	   755	  1944	   600	   155	  1189
NM_146177	   205	  1612	  2235	  1407	   205	   623
NM_133777	   175	   847	   988	   672	   175	   141
NM_001200041	    43	  1072	  3152	  1029	    43	  2080
NM_001146329	    50	  1139	  1139	  1089	    50	     0
NM_201355	   436	  1057	  1612	   621	   436	   555
NM_001101598	   150	   771	  1087	   621	   150	   316
NM_173008	   111	  4227	  4260	  4116	   111	    33
NM_170759	   301	  3418	  3524	  3117	   301	   106
NM_026900	   195	   714	  1102	   519	   195	   388
NM_026741	   100	  1789	  2159	  1689	   100	   370
NM_001205231	   145	  1573	  2202	  1428	   145	   629
NM_001110330	    67	  1570	  2529	  1503	    67	   959
NM_001290429	    33	  1059	  1320	  1026	    33	   261
NM_025324	    91	  1057	  1105	   966	    91	    48
NM_146178	   903	  1743	  2004	   840	   903	   261
NM_001110329	   137	  1640	  2599	  1503	   137	   959
NM_133671	   145	  1561	  2190	  1416	   145	   629
NM_001039532	    34	   928	  2146	   894	    34	  1218
NM_001252454	   268	  1996	  2394	  1728	   268	   398
NM_001110328	   194	  1697	  2656	  1503	   194	   959
NM_011813	   178	  1681	  2640	  1503	   178	   959
NM_010147	   439	  2167	  2565	  1728	   439	   398
NM_001290426	   307	  2578	  3030	  2271	   307	   452
